id,timestamp,platform,user,content,simulated_sentiment,analyzed_sentiment
raw_0167,2025-05-15 09:00:00,LIHKG,crypto_user_461,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.61,0.61
raw_0168,2025-05-20 15:00:00,LIHKG,crypto_user_565,No USDT pairs? This is so restrictive for active traders.,-0.69,-0.69
raw_0169,2025-05-11 10:00:00,Twitter,crypto_user_262,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.14,0.14
raw_0170,2025-05-15 07:00:00,Telegram,crypto_user_802,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,0.1,0.1
raw_0171,2025-05-01 02:00:00,Telegram,crypto_user_920,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.78,0.78
raw_0172,2025-05-12 18:00:00,Twitter,crypto_user_160,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.41,0.41
raw_0173,2025-05-17 07:00:00,Telegram,crypto_user_942,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.25,0.25
raw_0174,2025-05-29 18:00:00,Telegram,crypto_user_934,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.42,0.42
raw_0175,2025-05-31 07:00:00,Telegram,crypto_user_469,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.43,0.43
raw_0176,2025-05-19 15:00:00,LIHKG,crypto_user_226,High fees on licensed exchanges compared to DEXs. Why bother?,-0.55,-0.55
raw_0177,2025-05-01 05:00:00,Telegram,crypto_user_712,HashKey vs OSL - which one has better liquidity?,0.09,0.09
raw_0178,2025-05-17 07:00:00,Telegram,crypto_user_953,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.24,-0.24
raw_0179,2025-05-05 07:00:00,LIHKG,crypto_user_523,SFC's new guidelines on VATP are out. Interesting developments.,-0.08,-0.08
raw_0180,2025-05-08 11:00:00,LIHKG,crypto_user_249,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.33,0.33
raw_0181,2025-05-29 02:00:00,Twitter,crypto_user_315,Checking out the new HashKey update. #HKWeb3 #Crypto,-0.01,-0.01
raw_0182,2025-05-23 13:00:00,Twitter,crypto_user_107,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.16,0.16
raw_0183,2025-05-15 12:00:00,Twitter,crypto_user_334,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.21,0.21
raw_0184,2025-05-10 06:00:00,Twitter,crypto_user_972,Checking out the new HashKey update. #HKWeb3 #Crypto,0.08,0.08
raw_0185,2025-05-27 16:00:00,Telegram,crypto_user_623,Checking out the new HashKey update. #HKWeb3 #Crypto,0.01,0.01
raw_0186,2025-05-26 07:00:00,Telegram,crypto_user_459,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.13,0.13
raw_0187,2025-05-28 10:00:00,Twitter,crypto_user_246,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.59,-0.59
raw_0188,2025-05-19 14:00:00,Telegram,crypto_user_365,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.7,0.7
raw_0189,2025-05-24 12:00:00,LIHKG,crypto_user_614,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.66,0.66
raw_0190,2025-05-30 20:00:00,Telegram,crypto_user_720,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.31,0.31
raw_0191,2025-05-29 07:00:00,Twitter,crypto_user_876,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.66,0.66
raw_0192,2025-05-19 03:00:00,Twitter,crypto_user_370,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.65,0.65
raw_0193,2025-05-18 12:00:00,Twitter,crypto_user_563,Checking out the new HashKey update. #HKWeb3 #Crypto,-0.03,-0.03
raw_0194,2025-05-13 07:00:00,Twitter,crypto_user_439,Checking out the new HashKey update. #HKWeb3 #Crypto,-0.05,-0.05
raw_0195,2025-05-20 02:00:00,LIHKG,crypto_user_674,High fees on licensed exchanges compared to DEXs. Why bother?,-0.53,-0.53
raw_0196,2025-05-10 09:00:00,LIHKG,crypto_user_718,HashKey vs OSL - which one has better liquidity?,0.08,0.08
raw_0197,2025-05-04 07:00:00,LIHKG,crypto_user_157,HashKey vs OSL - which one has better liquidity?,0.05,0.05
raw_0198,2025-05-21 00:00:00,Twitter,crypto_user_910,Withdrawal took longer than expected. Still better than nothing I guess.,-0.51,-0.51
raw_0199,2025-05-27 04:00:00,LIHKG,crypto_user_923,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.71,0.71
raw_0200,2025-05-29 14:00:00,Twitter,crypto_user_620,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.78,0.78
raw_0201,2025-05-16 01:00:00,Twitter,crypto_user_730,High fees on licensed exchanges compared to DEXs. Why bother?,-0.44,-0.44
raw_0202,2025-05-15 17:00:00,Twitter,crypto_user_120,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,0.05,0.05
raw_0203,2025-05-29 18:00:00,Twitter,crypto_user_539,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.4,0.4
raw_0204,2025-05-20 23:00:00,LIHKG,crypto_user_520,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.68,0.68
raw_0205,2025-05-20 11:00:00,Twitter,crypto_user_817,Anyone using HashKey for institutional custody? Looking for reviews.,0.03,0.03
raw_0206,2025-05-15 15:00:00,LIHKG,crypto_user_121,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,-0.04,-0.04
raw_0207,2025-05-19 01:00:00,LIHKG,crypto_user_624,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.75,-0.75
raw_0208,2025-05-14 16:00:00,LIHKG,crypto_user_282,HashKey vs OSL - which one has better liquidity?,-0.03,-0.03
raw_0209,2025-05-17 15:00:00,Twitter,crypto_user_429,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.53,0.53
raw_0210,2025-05-06 09:00:00,Twitter,crypto_user_389,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.55,0.55
raw_0211,2025-05-15 14:00:00,Twitter,crypto_user_374,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.66,0.66
raw_0212,2025-05-28 22:00:00,Telegram,crypto_user_809,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.12,0.12
raw_0213,2025-05-15 00:00:00,Telegram,crypto_user_564,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,-0.07,-0.07
raw_0214,2025-05-28 06:00:00,LIHKG,crypto_user_266,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.6,-0.6
raw_0215,2025-05-19 23:00:00,Twitter,crypto_user_453,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.18,-0.18
raw_0216,2025-05-12 08:00:00,LIHKG,crypto_user_396,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.2,0.2
raw_0217,2025-05-13 20:00:00,Telegram,crypto_user_378,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.49,0.49
raw_0218,2025-05-20 11:00:00,LIHKG,crypto_user_229,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.41,0.41
raw_0219,2025-05-23 22:00:00,Twitter,crypto_user_975,HashKey vs OSL - which one has better liquidity?,0.01,0.01
raw_0220,2025-05-06 03:00:00,LIHKG,crypto_user_201,SFC's new guidelines on VATP are out. Interesting developments.,0.03,0.03
raw_0221,2025-05-05 06:00:00,LIHKG,crypto_user_405,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.68,0.68
raw_0222,2025-05-21 09:00:00,Twitter,crypto_user_979,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.34,0.34
raw_0223,2025-05-01 07:00:00,Telegram,crypto_user_214,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.4,-0.4
raw_0224,2025-05-25 07:00:00,Telegram,crypto_user_139,SFC's new guidelines on VATP are out. Interesting developments.,0.09,0.09
raw_0225,2025-05-05 06:00:00,Telegram,crypto_user_801,Withdrawal took longer than expected. Still better than nothing I guess.,-0.19,-0.19
raw_0226,2025-05-09 00:00:00,LIHKG,crypto_user_384,Bitcoin price holding steady at $100k. #BTC,0.08,0.08
raw_0227,2025-05-07 21:00:00,Twitter,crypto_user_755,Anyone using HashKey for institutional custody? Looking for reviews.,-0.06,-0.06
raw_0228,2025-05-30 06:00:00,Telegram,crypto_user_226,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.18,0.18
raw_0229,2025-05-18 06:00:00,Twitter,crypto_user_339,Anyone using HashKey for institutional custody? Looking for reviews.,0.01,0.01
raw_0230,2025-05-26 05:00:00,Twitter,crypto_user_334,Withdrawal took longer than expected. Still better than nothing I guess.,-0.33,-0.33
raw_0231,2025-05-15 16:00:00,LIHKG,crypto_user_915,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.19,0.19
raw_0232,2025-05-12 13:00:00,Telegram,crypto_user_920,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.46,0.46
raw_0233,2025-05-02 00:00:00,LIHKG,crypto_user_437,Checking out the new HashKey update. #HKWeb3 #Crypto,0.09,0.09
raw_0234,2025-05-10 08:00:00,Telegram,crypto_user_128,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.74,0.74
raw_0235,2025-05-18 03:00:00,Twitter,crypto_user_611,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.73,0.73
raw_0236,2025-05-10 04:00:00,LIHKG,crypto_user_340,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.6,-0.6
raw_0237,2025-05-18 06:00:00,Telegram,crypto_user_905,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.59,0.59
raw_0238,2025-05-30 22:00:00,LIHKG,crypto_user_868,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.45,0.45
raw_0239,2025-05-06 15:00:00,Twitter,crypto_user_122,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.34,0.34
raw_0240,2025-05-01 05:00:00,Twitter,crypto_user_682,HashKey vs OSL - which one has better liquidity?,-0.06,-0.06
raw_0241,2025-05-03 19:00:00,LIHKG,crypto_user_837,Bitcoin price holding steady at $100k. #BTC,0.01,0.01
raw_0242,2025-05-05 08:00:00,LIHKG,crypto_user_326,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.62,-0.62
raw_0243,2025-05-03 12:00:00,LIHKG,crypto_user_433,Bitcoin price holding steady at $100k. #BTC,-0.0,-0.0
raw_0244,2025-05-25 00:00:00,Telegram,crypto_user_482,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.36,-0.36
raw_0245,2025-05-10 07:00:00,Telegram,crypto_user_662,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.58,-0.58
raw_0246,2025-05-04 15:00:00,LIHKG,crypto_user_948,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.54,0.54
raw_0247,2025-05-24 17:00:00,Twitter,crypto_user_827,Checking out the new HashKey update. #HKWeb3 #Crypto,0.01,0.01
raw_0248,2025-05-08 19:00:00,Twitter,crypto_user_866,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.5,0.5
raw_0249,2025-05-24 08:00:00,LIHKG,crypto_user_953,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.58,-0.58
raw_0250,2025-05-04 23:00:00,Telegram,crypto_user_765,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.26,-0.26
raw_0251,2025-05-27 18:00:00,LIHKG,crypto_user_252,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,-0.06,-0.06
raw_0252,2025-05-06 17:00:00,LIHKG,crypto_user_293,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.29,0.29
raw_0253,2025-05-30 08:00:00,Telegram,crypto_user_823,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,-0.09,-0.09
raw_0254,2025-05-25 12:00:00,Twitter,crypto_user_503,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.43,-0.43
raw_0255,2025-05-02 20:00:00,LIHKG,crypto_user_436,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.48,0.48
raw_0256,2025-05-19 18:00:00,Twitter,crypto_user_434,SFC's new guidelines on VATP are out. Interesting developments.,-0.07,-0.07
raw_0257,2025-05-18 15:00:00,Twitter,crypto_user_421,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.27,0.27
raw_0258,2025-05-29 04:00:00,Telegram,crypto_user_821,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.53,-0.53
raw_0259,2025-05-06 06:00:00,LIHKG,crypto_user_773,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.16,0.16
raw_0260,2025-05-21 11:00:00,Telegram,crypto_user_163,Withdrawal took longer than expected. Still better than nothing I guess.,-0.29,-0.29
raw_0261,2025-05-28 05:00:00,Twitter,crypto_user_742,SFC's new guidelines on VATP are out. Interesting developments.,-0.09,-0.09
raw_0262,2025-05-09 10:00:00,LIHKG,crypto_user_113,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.72,-0.72
raw_0263,2025-05-18 15:00:00,Telegram,crypto_user_613,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,0.02,0.02
raw_0264,2025-05-30 09:00:00,Twitter,crypto_user_414,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.6,-0.6
raw_0265,2025-05-09 06:00:00,Twitter,crypto_user_681,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,-0.03,-0.03
raw_0266,2025-05-17 04:00:00,Telegram,crypto_user_406,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.35,0.35
raw_0267,2025-05-28 06:00:00,Telegram,crypto_user_502,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,-0.07,-0.07
raw_0268,2025-05-25 01:00:00,Twitter,crypto_user_400,No USDT pairs? This is so restrictive for active traders.,-0.56,-0.56
raw_0269,2025-05-12 03:00:00,LIHKG,crypto_user_958,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.44,-0.44
raw_0270,2025-05-21 14:00:00,LIHKG,crypto_user_408,Bitcoin price holding steady at $100k. #BTC,-0.03,-0.03
raw_0271,2025-05-31 03:00:00,Twitter,crypto_user_951,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.56,0.56
raw_0272,2025-05-28 02:00:00,Telegram,crypto_user_476,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,0.02,0.02
raw_0273,2025-05-28 08:00:00,Twitter,crypto_user_429,Bitcoin price holding steady at $100k. #BTC,0.03,0.03
raw_0274,2025-05-02 12:00:00,Telegram,crypto_user_421,SFC's new guidelines on VATP are out. Interesting developments.,-0.1,-0.1
raw_0275,2025-05-16 03:00:00,LIHKG,crypto_user_350,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.16,0.16
raw_0276,2025-05-07 01:00:00,Twitter,crypto_user_296,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.19,-0.19
raw_0277,2025-05-18 02:00:00,Twitter,crypto_user_799,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.37,0.37
raw_0278,2025-05-11 09:00:00,Telegram,crypto_user_785,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.74,-0.74
raw_0279,2025-05-16 18:00:00,LIHKG,crypto_user_641,SFC's new guidelines on VATP are out. Interesting developments.,-0.09,-0.09
raw_0280,2025-05-05 00:00:00,Telegram,crypto_user_775,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,-0.01,-0.01
raw_0281,2025-05-10 09:00:00,Twitter,crypto_user_635,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.54,0.54
raw_0282,2025-05-02 14:00:00,Telegram,crypto_user_840,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.52,-0.52
raw_0283,2025-05-14 10:00:00,Twitter,crypto_user_212,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.29,-0.29
raw_0284,2025-05-28 23:00:00,LIHKG,crypto_user_346,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.46,0.46
raw_0285,2025-05-05 13:00:00,Telegram,crypto_user_140,No USDT pairs? This is so restrictive for active traders.,-0.75,-0.75
raw_0286,2025-05-28 19:00:00,LIHKG,crypto_user_853,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.15,0.15
raw_0287,2025-05-01 13:00:00,Twitter,crypto_user_233,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.23,0.23
raw_0288,2025-05-17 02:00:00,Twitter,crypto_user_671,Anyone using HashKey for institutional custody? Looking for reviews.,0.09,0.09
raw_0289,2025-05-14 04:00:00,Twitter,crypto_user_160,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.43,0.43
raw_0290,2025-05-09 12:00:00,LIHKG,crypto_user_605,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.6,0.6
raw_0291,2025-05-23 20:00:00,Twitter,crypto_user_230,No USDT pairs? This is so restrictive for active traders.,-0.52,-0.52
raw_0292,2025-05-28 07:00:00,Telegram,crypto_user_371,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.52,0.52
raw_0293,2025-05-12 21:00:00,LIHKG,crypto_user_736,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.5,0.5
raw_0294,2025-05-25 06:00:00,Twitter,crypto_user_331,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.39,-0.39
raw_0295,2025-05-30 18:00:00,Twitter,crypto_user_716,High fees on licensed exchanges compared to DEXs. Why bother?,-0.78,-0.78
raw_0296,2025-05-11 23:00:00,LIHKG,crypto_user_405,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.67,-0.67
raw_0297,2025-05-09 10:00:00,Telegram,crypto_user_442,High fees on licensed exchanges compared to DEXs. Why bother?,-0.5,-0.5
raw_0298,2025-05-18 12:00:00,Twitter,crypto_user_658,No USDT pairs? This is so restrictive for active traders.,-0.47,-0.47
raw_0299,2025-05-19 07:00:00,Twitter,crypto_user_578,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.21,0.21
raw_0300,2025-05-30 23:00:00,Twitter,crypto_user_465,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.77,0.77
raw_0301,2025-05-23 16:00:00,Twitter,crypto_user_697,Bitcoin price holding steady at $100k. #BTC,-0.01,-0.01
raw_0302,2025-05-25 13:00:00,Telegram,crypto_user_365,Checking out the new HashKey update. #HKWeb3 #Crypto,0.03,0.03
raw_0303,2025-05-09 23:00:00,Twitter,crypto_user_469,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.62,0.62
raw_0304,2025-05-11 13:00:00,Twitter,crypto_user_526,SFC's new guidelines on VATP are out. Interesting developments.,0.08,0.08
raw_0305,2025-05-18 01:00:00,Telegram,crypto_user_623,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.77,0.77
raw_0306,2025-05-18 04:00:00,Twitter,crypto_user_389,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.49,0.49
raw_0307,2025-05-03 08:00:00,LIHKG,crypto_user_248,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.6,-0.6
raw_0308,2025-05-27 04:00:00,LIHKG,crypto_user_822,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,0.04,0.04
raw_0309,2025-05-18 11:00:00,Twitter,crypto_user_775,Withdrawal took longer than expected. Still better than nothing I guess.,-0.2,-0.2
raw_0310,2025-05-02 05:00:00,Telegram,crypto_user_898,Bitcoin price holding steady at $100k. #BTC,-0.09,-0.09
raw_0311,2025-05-23 19:00:00,LIHKG,crypto_user_914,Withdrawal took longer than expected. Still better than nothing I guess.,-0.28,-0.28
raw_0312,2025-05-24 19:00:00,LIHKG,crypto_user_281,HashKey vs OSL - which one has better liquidity?,-0.05,-0.05
raw_0313,2025-05-08 14:00:00,Twitter,crypto_user_351,Checking out the new HashKey update. #HKWeb3 #Crypto,-0.06,-0.06
raw_0314,2025-05-30 12:00:00,Twitter,crypto_user_354,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.59,0.59
raw_0315,2025-05-06 08:00:00,Telegram,crypto_user_465,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.37,-0.37
raw_0316,2025-05-05 20:00:00,Telegram,crypto_user_240,HashKey vs OSL - which one has better liquidity?,0.01,0.01
raw_0317,2025-05-08 03:00:00,LIHKG,crypto_user_410,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.42,0.42
raw_0318,2025-05-15 01:00:00,Telegram,crypto_user_307,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.28,0.28
raw_0319,2025-05-20 10:00:00,Twitter,crypto_user_548,Anyone using HashKey for institutional custody? Looking for reviews.,0.04,0.04
raw_0320,2025-05-08 05:00:00,Twitter,crypto_user_921,Anyone using HashKey for institutional custody? Looking for reviews.,0.09,0.09
raw_0321,2025-05-27 19:00:00,LIHKG,crypto_user_311,HashKey vs OSL - which one has better liquidity?,-0.07,-0.07
raw_0322,2025-05-17 07:00:00,LIHKG,crypto_user_534,SFC's new guidelines on VATP are out. Interesting developments.,0.06,0.06
raw_0323,2025-05-04 01:00:00,Telegram,crypto_user_783,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.67,0.67
raw_0324,2025-05-02 07:00:00,Telegram,crypto_user_443,Checking out the new HashKey update. #HKWeb3 #Crypto,0.06,0.06
raw_0325,2025-05-22 00:00:00,Twitter,crypto_user_268,High fees on licensed exchanges compared to DEXs. Why bother?,-0.4,-0.4
raw_0326,2025-05-26 11:00:00,LIHKG,crypto_user_545,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.44,0.44
raw_0327,2025-05-15 02:00:00,Telegram,crypto_user_780,No USDT pairs? This is so restrictive for active traders.,-0.12,-0.12
raw_0328,2025-05-04 09:00:00,LIHKG,crypto_user_234,Anyone using HashKey for institutional custody? Looking for reviews.,-0.03,-0.03
raw_0329,2025-05-02 12:00:00,LIHKG,crypto_user_699,No USDT pairs? This is so restrictive for active traders.,-0.78,-0.78
raw_0330,2025-05-12 15:00:00,LIHKG,crypto_user_969,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.21,0.21
raw_0331,2025-05-16 08:00:00,Twitter,crypto_user_451,SFC's new guidelines on VATP are out. Interesting developments.,0.06,0.06
raw_0332,2025-05-13 10:00:00,LIHKG,crypto_user_994,No USDT pairs? This is so restrictive for active traders.,-0.57,-0.57
