id,timestamp,platform,user,content,simulated_sentiment,analyzed_sentiment
raw_0333,2025-05-29 12:00:00,Telegram,crypto_user_422,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.74,0.74
raw_0334,2025-05-11 07:00:00,Twitter,crypto_user_587,Checking out the new HashKey update. #HKWeb3 #Crypto,0.1,0.1
raw_0335,2025-05-15 18:00:00,Twitter,crypto_user_458,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.79,0.79
raw_0336,2025-05-21 15:00:00,LIHKG,crypto_user_107,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.32,0.32
raw_0337,2025-05-15 01:00:00,Telegram,crypto_user_402,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.73,0.73
raw_0338,2025-05-30 15:00:00,Twitter,crypto_user_105,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.52,0.52
raw_0339,2025-05-03 13:00:00,Telegram,crypto_user_120,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.54,0.54
raw_0340,2025-05-30 03:00:00,LIHKG,crypto_user_563,Bitcoin price holding steady at $100k. #BTC,-0.01,-0.01
raw_0341,2025-05-27 07:00:00,Twitter,crypto_user_578,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,0.05,0.05
raw_0342,2025-05-11 12:00:00,Twitter,crypto_user_696,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.67,0.67
raw_0343,2025-05-01 04:00:00,Twitter,crypto_user_770,Anyone using HashKey for institutional custody? Looking for reviews.,-0.07,-0.07
raw_0344,2025-05-30 19:00:00,Twitter,crypto_user_375,SFC's new guidelines on VATP are out. Interesting developments.,0.0,0.0
raw_0345,2025-05-20 00:00:00,LIHKG,crypto_user_435,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.35,0.35
raw_0346,2025-05-15 14:00:00,Twitter,crypto_user_265,HashKey vs OSL - which one has better liquidity?,0.08,0.08
raw_0347,2025-05-03 20:00:00,LIHKG,crypto_user_130,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.79,0.79
raw_0348,2025-05-01 23:00:00,LIHKG,crypto_user_947,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.71,0.71
raw_0349,2025-05-08 15:00:00,Twitter,crypto_user_875,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.32,0.32
raw_0350,2025-05-20 11:00:00,Twitter,crypto_user_958,SFC's new guidelines on VATP are out. Interesting developments.,0.04,0.04
raw_0351,2025-05-11 07:00:00,Telegram,crypto_user_892,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.49,0.49
raw_0352,2025-05-13 06:00:00,Twitter,crypto_user_954,HashKey vs OSL - which one has better liquidity?,0.01,0.01
raw_0353,2025-05-24 08:00:00,Twitter,crypto_user_294,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.46,-0.46
raw_0354,2025-05-03 17:00:00,LIHKG,crypto_user_433,No USDT pairs? This is so restrictive for active traders.,-0.22,-0.22
raw_0355,2025-05-21 12:00:00,Twitter,crypto_user_832,Checking out the new HashKey update. #HKWeb3 #Crypto,0.04,0.04
raw_0356,2025-05-18 06:00:00,Twitter,crypto_user_501,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.68,-0.68
raw_0357,2025-05-02 11:00:00,Telegram,crypto_user_413,HashKey vs OSL - which one has better liquidity?,-0.07,-0.07
raw_0358,2025-05-26 18:00:00,Twitter,crypto_user_378,No USDT pairs? This is so restrictive for active traders.,-0.78,-0.78
raw_0359,2025-05-31 02:00:00,Telegram,crypto_user_427,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.56,0.56
raw_0360,2025-05-05 18:00:00,LIHKG,crypto_user_341,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.2,-0.2
raw_0361,2025-05-03 03:00:00,LIHKG,crypto_user_476,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.61,-0.61
raw_0362,2025-05-05 15:00:00,Twitter,crypto_user_143,No USDT pairs? This is so restrictive for active traders.,-0.45,-0.45
raw_0363,2025-05-02 18:00:00,LIHKG,crypto_user_696,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.34,0.34
raw_0364,2025-05-09 00:00:00,LIHKG,crypto_user_408,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.77,0.77
raw_0365,2025-05-20 01:00:00,LIHKG,crypto_user_939,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.77,0.77
raw_0366,2025-05-21 17:00:00,LIHKG,crypto_user_679,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.23,0.23
raw_0367,2025-05-16 11:00:00,Telegram,crypto_user_652,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.42,0.42
raw_0368,2025-05-03 16:00:00,Twitter,crypto_user_757,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.15,-0.15
raw_0369,2025-05-14 13:00:00,Twitter,crypto_user_428,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.57,0.57
raw_0370,2025-05-10 04:00:00,Telegram,crypto_user_683,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.26,-0.26
raw_0371,2025-05-22 05:00:00,LIHKG,crypto_user_434,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.15,-0.15
raw_0372,2025-05-02 14:00:00,LIHKG,crypto_user_903,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,0.09,0.09
raw_0373,2025-05-06 15:00:00,Twitter,crypto_user_957,Checking out the new HashKey update. #HKWeb3 #Crypto,0.07,0.07
raw_0374,2025-05-28 15:00:00,Twitter,crypto_user_756,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.5,-0.5
raw_0375,2025-05-04 10:00:00,LIHKG,crypto_user_217,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.7,0.7
raw_0376,2025-05-10 11:00:00,Telegram,crypto_user_303,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.53,0.53
raw_0377,2025-05-16 00:00:00,Telegram,crypto_user_182,Checking out the new HashKey update. #HKWeb3 #Crypto,0.09,0.09
raw_0378,2025-05-13 21:00:00,LIHKG,crypto_user_911,High fees on licensed exchanges compared to DEXs. Why bother?,-0.26,-0.26
raw_0379,2025-05-23 22:00:00,Telegram,crypto_user_914,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.66,0.66
raw_0380,2025-05-23 07:00:00,LIHKG,crypto_user_419,Anyone using HashKey for institutional custody? Looking for reviews.,0.06,0.06
raw_0381,2025-05-25 15:00:00,Telegram,crypto_user_157,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.79,-0.79
raw_0382,2025-05-30 13:00:00,Telegram,crypto_user_509,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.72,-0.72
raw_0383,2025-05-25 10:00:00,Telegram,crypto_user_879,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.71,0.71
raw_0384,2025-05-13 03:00:00,LIHKG,crypto_user_214,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.66,0.66
raw_0385,2025-05-10 17:00:00,Telegram,crypto_user_233,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.3,-0.3
raw_0386,2025-05-27 14:00:00,LIHKG,crypto_user_533,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.18,0.18
raw_0387,2025-05-18 22:00:00,LIHKG,crypto_user_597,No USDT pairs? This is so restrictive for active traders.,-0.29,-0.29
raw_0388,2025-05-20 15:00:00,LIHKG,crypto_user_332,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,-0.06,-0.06
raw_0389,2025-05-06 03:00:00,LIHKG,crypto_user_601,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.71,-0.71
raw_0390,2025-05-28 23:00:00,Telegram,crypto_user_199,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.57,0.57
raw_0391,2025-05-28 06:00:00,Twitter,crypto_user_910,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,0.1,0.1
raw_0392,2025-05-17 05:00:00,Twitter,crypto_user_475,High fees on licensed exchanges compared to DEXs. Why bother?,-0.15,-0.15
raw_0393,2025-05-07 16:00:00,Telegram,crypto_user_193,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,-0.05,-0.05
raw_0394,2025-05-29 22:00:00,Telegram,crypto_user_888,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.18,0.18
raw_0395,2025-05-07 20:00:00,Telegram,crypto_user_773,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.39,0.39
raw_0396,2025-05-30 11:00:00,LIHKG,crypto_user_997,Anyone using HashKey for institutional custody? Looking for reviews.,-0.01,-0.01
raw_0397,2025-05-11 00:00:00,Twitter,crypto_user_804,Anyone using HashKey for institutional custody? Looking for reviews.,-0.04,-0.04
raw_0398,2025-05-21 12:00:00,Telegram,crypto_user_294,SFC's new guidelines on VATP are out. Interesting developments.,0.03,0.03
raw_0399,2025-05-15 04:00:00,Twitter,crypto_user_822,Withdrawal took longer than expected. Still better than nothing I guess.,-0.37,-0.37
raw_0400,2025-05-30 20:00:00,Telegram,crypto_user_523,SFC's new guidelines on VATP are out. Interesting developments.,-0.01,-0.01
raw_0401,2025-05-29 22:00:00,Telegram,crypto_user_637,High fees on licensed exchanges compared to DEXs. Why bother?,-0.22,-0.22
raw_0402,2025-05-24 00:00:00,LIHKG,crypto_user_138,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.61,-0.61
raw_0403,2025-05-13 06:00:00,Telegram,crypto_user_207,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.34,0.34
raw_0404,2025-05-05 05:00:00,LIHKG,crypto_user_651,Bitcoin price holding steady at $100k. #BTC,-0.07,-0.07
raw_0405,2025-05-07 15:00:00,Twitter,crypto_user_168,High fees on licensed exchanges compared to DEXs. Why bother?,-0.52,-0.52
raw_0406,2025-05-16 04:00:00,Twitter,crypto_user_133,Bitcoin price holding steady at $100k. #BTC,0.02,0.02
raw_0407,2025-05-26 11:00:00,LIHKG,crypto_user_574,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.13,-0.13
raw_0408,2025-05-31 02:00:00,Twitter,crypto_user_482,SFC's new guidelines on VATP are out. Interesting developments.,0.03,0.03
raw_0409,2025-05-28 17:00:00,Telegram,crypto_user_765,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.42,0.42
raw_0410,2025-05-25 05:00:00,LIHKG,crypto_user_210,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.26,0.26
raw_0411,2025-05-03 01:00:00,LIHKG,crypto_user_940,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.11,-0.11
raw_0412,2025-05-22 01:00:00,LIHKG,crypto_user_221,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.31,-0.31
raw_0413,2025-05-16 15:00:00,Telegram,crypto_user_415,Bitcoin price holding steady at $100k. #BTC,0.08,0.08
raw_0414,2025-05-05 16:00:00,Telegram,crypto_user_319,Withdrawal took longer than expected. Still better than nothing I guess.,-0.52,-0.52
raw_0415,2025-05-13 15:00:00,Twitter,crypto_user_248,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,0.04,0.04
raw_0416,2025-05-31 07:00:00,Twitter,crypto_user_465,SFC's new guidelines on VATP are out. Interesting developments.,0.08,0.08
raw_0417,2025-05-15 03:00:00,Telegram,crypto_user_884,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.56,-0.56
raw_0418,2025-05-19 08:00:00,LIHKG,crypto_user_455,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.32,0.32
raw_0419,2025-05-24 20:00:00,LIHKG,crypto_user_649,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,-0.0,-0.0
raw_0420,2025-05-16 10:00:00,Twitter,crypto_user_156,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.3,-0.3
raw_0421,2025-05-24 13:00:00,LIHKG,crypto_user_243,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.37,0.37
raw_0422,2025-05-31 11:00:00,Twitter,crypto_user_932,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.63,0.63
raw_0423,2025-05-10 15:00:00,LIHKG,crypto_user_490,Withdrawal took longer than expected. Still better than nothing I guess.,-0.25,-0.25
raw_0424,2025-05-30 05:00:00,Twitter,crypto_user_691,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.65,0.65
raw_0425,2025-05-08 08:00:00,LIHKG,crypto_user_610,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.7,0.7
raw_0426,2025-05-17 13:00:00,Twitter,crypto_user_975,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.42,0.42
raw_0427,2025-05-15 04:00:00,Telegram,crypto_user_450,Anyone using HashKey for institutional custody? Looking for reviews.,0.03,0.03
raw_0428,2025-05-29 10:00:00,Twitter,crypto_user_592,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,0.03,0.03
raw_0429,2025-05-06 08:00:00,LIHKG,crypto_user_674,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.79,0.79
raw_0430,2025-05-11 19:00:00,Telegram,crypto_user_437,Anyone using HashKey for institutional custody? Looking for reviews.,-0.08,-0.08
raw_0431,2025-05-05 19:00:00,Twitter,crypto_user_819,Bitcoin price holding steady at $100k. #BTC,-0.08,-0.08
raw_0432,2025-05-01 02:00:00,LIHKG,crypto_user_489,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.5,0.5
raw_0433,2025-05-11 22:00:00,Telegram,crypto_user_891,Bitcoin price holding steady at $100k. #BTC,-0.04,-0.04
raw_0434,2025-05-31 11:00:00,Telegram,crypto_user_642,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.46,0.46
raw_0435,2025-05-31 15:00:00,Twitter,crypto_user_616,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.3,0.3
raw_0436,2025-05-22 02:00:00,LIHKG,crypto_user_484,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.53,0.53
raw_0437,2025-05-06 14:00:00,Telegram,crypto_user_814,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.39,0.39
raw_0438,2025-05-29 15:00:00,Twitter,crypto_user_135,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.57,-0.57
raw_0439,2025-05-31 23:00:00,LIHKG,crypto_user_902,Checking out the new HashKey update. #HKWeb3 #Crypto,0.07,0.07
raw_0440,2025-05-27 11:00:00,LIHKG,crypto_user_704,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.58,0.58
raw_0441,2025-05-28 23:00:00,LIHKG,crypto_user_185,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.43,0.43
raw_0442,2025-05-04 16:00:00,LIHKG,crypto_user_152,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.66,0.66
raw_0443,2025-05-15 03:00:00,Twitter,crypto_user_381,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.5,-0.5
raw_0444,2025-05-22 16:00:00,Telegram,crypto_user_182,HashKey vs OSL - which one has better liquidity?,0.08,0.08
raw_0445,2025-05-31 13:00:00,Telegram,crypto_user_590,No USDT pairs? This is so restrictive for active traders.,-0.36,-0.36
raw_0446,2025-05-13 16:00:00,Telegram,crypto_user_802,Bitcoin price holding steady at $100k. #BTC,0.05,0.05
raw_0447,2025-05-31 07:00:00,Telegram,crypto_user_904,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.36,0.36
raw_0448,2025-05-10 19:00:00,Twitter,crypto_user_156,Bitcoin price holding steady at $100k. #BTC,0.07,0.07
raw_0449,2025-05-06 19:00:00,Twitter,crypto_user_858,No USDT pairs? This is so restrictive for active traders.,-0.23,-0.23
raw_0450,2025-05-25 01:00:00,Twitter,crypto_user_118,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.38,0.38
raw_0451,2025-05-21 16:00:00,Twitter,crypto_user_254,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.36,0.36
raw_0452,2025-05-29 03:00:00,Twitter,crypto_user_923,SFC's new guidelines on VATP are out. Interesting developments.,0.02,0.02
raw_0453,2025-05-10 03:00:00,Twitter,crypto_user_689,Anyone using HashKey for institutional custody? Looking for reviews.,0.06,0.06
raw_0454,2025-05-18 07:00:00,Twitter,crypto_user_606,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.64,0.64
raw_0455,2025-05-26 09:00:00,Telegram,crypto_user_664,Anyone using HashKey for institutional custody? Looking for reviews.,-0.08,-0.08
raw_0456,2025-05-26 02:00:00,Telegram,crypto_user_868,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.32,-0.32
raw_0457,2025-05-17 20:00:00,Twitter,crypto_user_341,Anyone using HashKey for institutional custody? Looking for reviews.,-0.1,-0.1
raw_0458,2025-05-15 23:00:00,LIHKG,crypto_user_379,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,-0.05,-0.05
raw_0459,2025-05-19 10:00:00,LIHKG,crypto_user_839,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.57,0.57
raw_0460,2025-05-12 16:00:00,Twitter,crypto_user_126,The 'Professional Investor' requirement is so elitist. What about retail? #HKWeb3,-0.71,-0.71
raw_0461,2025-05-06 11:00:00,Telegram,crypto_user_541,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.79,0.79
raw_0462,2025-05-20 03:00:00,Telegram,crypto_user_335,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.53,0.53
raw_0463,2025-05-30 12:00:00,LIHKG,crypto_user_699,HashKey vs OSL - which one has better liquidity?,-0.05,-0.05
raw_0464,2025-05-26 20:00:00,LIHKG,crypto_user_880,Checking out the new HashKey update. #HKWeb3 #Crypto,0.06,0.06
raw_0465,2025-05-24 06:00:00,Telegram,crypto_user_999,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.49,0.49
raw_0466,2025-05-04 08:00:00,Telegram,crypto_user_365,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.76,0.76
raw_0467,2025-05-04 10:00:00,LIHKG,crypto_user_753,"HashKey's UI is so clean, finally a licensed exchange that feels premium! #HashKey",0.51,0.51
raw_0468,2025-05-12 14:00:00,Telegram,crypto_user_805,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.48,0.48
raw_0469,2025-05-12 23:00:00,LIHKG,crypto_user_293,Checking out the new HashKey update. #HKWeb3 #Crypto,0.05,0.05
raw_0470,2025-05-13 19:00:00,Telegram,crypto_user_528,Anyone using HashKey for institutional custody? Looking for reviews.,0.02,0.02
raw_0471,2025-05-01 12:00:00,Twitter,crypto_user_986,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.8,-0.8
raw_0472,2025-05-28 15:00:00,Twitter,crypto_user_235,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.29,0.29
raw_0473,2025-05-01 08:00:00,LIHKG,crypto_user_771,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.43,-0.43
raw_0474,2025-05-10 19:00:00,Twitter,crypto_user_248,Checking out the new HashKey update. #HKWeb3 #Crypto,0.05,0.05
raw_0475,2025-05-07 08:00:00,LIHKG,crypto_user_221,HashKey's fiat on-ramp is a lifesaver. Direct bank transfer is so much better than C2C.,0.64,0.64
raw_0476,2025-05-14 23:00:00,Twitter,crypto_user_551,"Why is HashKey so boring? No memecoins, no leverage... just plain tokens. #Degen",-0.3,-0.3
raw_0477,2025-05-08 00:00:00,Twitter,crypto_user_380,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.21,-0.21
raw_0478,2025-05-31 11:00:00,Twitter,crypto_user_752,Anyone using HashKey for institutional custody? Looking for reviews.,-0.08,-0.08
raw_0479,2025-05-09 11:00:00,Telegram,crypto_user_925,No USDT pairs? This is so restrictive for active traders.,-0.51,-0.51
raw_0480,2025-05-20 03:00:00,Twitter,crypto_user_347,No USDT pairs? This is so restrictive for active traders.,-0.41,-0.41
raw_0481,2025-05-12 12:00:00,Telegram,crypto_user_177,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.46,-0.46
raw_0482,2025-05-06 00:00:00,Twitter,crypto_user_733,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.69,0.69
raw_0483,2025-05-05 08:00:00,Telegram,crypto_user_127,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.69,0.69
raw_0484,2025-05-31 17:00:00,LIHKG,crypto_user_584,HK's regulatory framework is leading the way. HashKey is the gold standard.,0.77,0.77
raw_0485,2025-05-26 07:00:00,Telegram,crypto_user_189,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,0.04,0.04
raw_0486,2025-05-06 06:00:00,Twitter,crypto_user_259,Withdrawal took longer than expected. Still better than nothing I guess.,-0.37,-0.37
raw_0487,2025-05-19 19:00:00,LIHKG,crypto_user_363,Anyone using HashKey for institutional custody? Looking for reviews.,-0.03,-0.03
raw_0488,2025-05-21 22:00:00,LIHKG,crypto_user_192,SFC's new guidelines on VATP are out. Interesting developments.,0.0,0.0
raw_0489,2025-05-18 03:00:00,Twitter,crypto_user_231,No USDT pairs? This is so restrictive for active traders.,-0.31,-0.31
raw_0490,2025-05-03 09:00:00,Twitter,crypto_user_783,Bitcoin Pizza Day is coming. May 22 is a big day for crypto history.,-0.05,-0.05
raw_0491,2025-05-18 11:00:00,LIHKG,crypto_user_825,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.56,0.56
raw_0492,2025-05-07 00:00:00,Twitter,crypto_user_786,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.61,0.61
raw_0493,2025-05-11 10:00:00,Telegram,crypto_user_714,High fees on licensed exchanges compared to DEXs. Why bother?,-0.78,-0.78
raw_0494,2025-05-12 01:00:00,Telegram,crypto_user_445,SFC's new guidelines on VATP are out. Interesting developments.,-0.09,-0.09
raw_0495,2025-05-20 00:00:00,LIHKG,crypto_user_934,The safest place to hold BTC in HK. Compliance matters after FTX. #HKWeb3,0.1,0.1
raw_0496,2025-05-19 00:00:00,LIHKG,crypto_user_835,Withdrawal took longer than expected. Still better than nothing I guess.,-0.22,-0.22
raw_0497,2025-05-06 19:00:00,Twitter,crypto_user_421,Just finished my KYC on HashKey. Super fast and professional. Secure trading is the way.,0.3,0.3
raw_0498,2025-05-19 14:00:00,Telegram,crypto_user_371,Strict KYC is such a pain. I miss the offshore days. #HashKey #Crypto,-0.68,-0.68
raw_0499,2025-05-22 19:00:00,LIHKG,crypto_user_498,Excited for Bitcoin Pizza Day 2026! Can't wait to see what HashKey has planned.,0.15,0.15
